"Sektor","Industri","Model","Beskrivelse","installer","state","bug","spesificity","usage","scope","applications","nationality","recommeded","documentation","language"
"Biosphere¶","Life Forms and Biodiversity¶","OpenPlantPathology","OpenPlantPathology - Open Plant Pathology is an initiative that supports and promotes the spread of all open, transparent and reproducible practices in the field of plant pathology.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","palmerpenguins","palmerpenguins - The palmerpenguins data contains size measurements for three penguin species observed on three islands in the Palmer Archipelago, Antarctica.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","robis","robis - Build and maintain a global alliance that collaborates with scientific communities to facilitate free and open access to, and application of, biodiversity and biogeographic data and information on marine life.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","rfishbase","rfishbase - R interface to the fishbase.org database.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","PCSE","PCSE - A framework developed for implementing crop simulation models developed in Wageningen.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Deep Plant Phenomics","Deep Plant Phenomics - A platform for plant phenotyping using deep learning.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","PlanktonIndividuals.jl","PlanktonIndividuals.jl - This package simulates the behaviors of an ensemble of phytoplankton individuals.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","redlistr","redlistr - R package that contains a set of tools suitable for calculating the metrics required for making assessments of species and ecosystems against the IUCN Red List of Threatened Species and the IUCN Red List of Ecosystems categories and criteria.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","ALA4R","ALA4R - The Atlas of Living Australia provides tools to enable users of biodiversity information to find, access, combine and visualise data on Australian plants and animals.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","worldpa","worldpa - Interface to the World Database on Protected Areas.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","plant","plant - A package for modeling forest trait ecology and evolution.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","PNVmaps","PNVmaps - Global Maps of Potential Natural Vegetation based on Machine Learning.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","monitoring","monitoring-ecosystem-resilience - The focus is understanding vegetation patterns in semi-arid environments.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","UVic","UVic-updates-opem - Introduces optimality-based phytoplankton and zooplankton into the UVic-ESCM (version 2.9) with variable C:N:P(:Chl) stoichiometry for phytoplankton, diazotrophs and detritus.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Quantitative Plant","Quantitative Plant - A website presenting image analysis software tools and models for plants.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","phenocamr","phenocamr - Facilitates the retrieval and post-processing of PhenoCam time series.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","OceanAdapt","OceanAdapt - Provide information about the impacts of changing climate and other factors on the distribution of marine life to the National Climate Assessment, fisheries communities, policymakers, and to others.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Global Reforestation Opportunity Assessment","Global Reforestation Opportunity Assessment - Quantify carbon sequestration in naturally regenerating forests around the world.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Plant","Plant-for-the-Planet - Allows you to plant trees with over 100 reforestation projects around the world.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Annotation Interface for Data","Annotation Interface for Data-driven Ecology - Tools for detecting wildlife in aerial images using active learning.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Pyrovision","Pyrovision - Wildfire detection system with minimal deployment cost.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Pyronear Risks","Pyronear Risks - The pyro-risks project aims at providing the pyronear-platform with a machine learning based wildfire forecasting capability.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Tree Mapper App","Tree Mapper App - Tree Mapper extends the Plant-for-the-Planet App and allows on site coordinate submission during plantation.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Sunflower","Sunflower - A gardening app illustrating Android development best practices with Android Jetpack.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Awesome Vegetation Index","Awesome Vegetation Index - List of reference, applications of common Vegetation Indices for Multi-spectral, hyper-spectral and UAV images.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","biodivMapR","biodivMapR - An R package for α- and β-diversity mapping using remotely-sensed images.","","","","","","","","","","",""
"Biosphere¶","Life Forms and Biodiversity¶","Continuous Reforestation","Continuous Reforestation - A GitHub Action for planting trees within your development workflow using the Reforestation as a Service (RaaS) API developed by DigitalHumani.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","exiobase","exiobase - A global and detailed Multi-Regional Environmentally Extended Supply-Use Table (MR-SUT) and Input-Output Table (MR-IOT).","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","bonsai","bonsai - The aim of BONSAI is to make reliable, unbiased sustainability information on products (product footprints) readily and freely available whenever and wherever it is needed to support product comparisons and decisions.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","brightway2","brightway2 - A open source framework for life cycle assessment.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","carculator","carculator - Prospective environmental and economic life cycle assessment of vehicles made blazing fast.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","Electricity Life Cycle Inventory","Electricity Life Cycle Inventory - A Python package that uses standardized facility release and generation data to create regionalized life cycle inventory (LCI) models for the generation, mix of generation, mix of consumption, and distribution of electricity to end users for the US, with embedded system processes of upstream fuel production and infrastructure.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","uslci","uslci-content - Supplementary content for the U.S. Life Cycle Inventory Database.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","OpenLCA","OpenLCA - An open source and free software for Sustainability and Life Cycle Assessment.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","openlca","openlca-python-tutorial - Explains the usage of the openLCA API from Python.","","","","","","","","","","",""
"Ecological Footprint¶","Life Cycle Assessment¶","Global LCA Data Access Network","Global LCA Data Access Network - Gathers life cycle dataset providers and other stakeholders who share the goal of improving sustainability-related decisions through enhanced, interoperable and global access to LCA datasets.","","","","","","","","","","",""
